,,,Gecode,Gurobi,Gecode,Gurobi
,,,Initial,Initial,Preprocessing,Preprocessing
Month,House,Result,,,,
1,1,time,80.0,250.0,70.0,170.0
1,2,time,100.0,210.0,90.0,140.0
1,3,time,120.0,180.0,90.0,120.0
1,4,time,140.0,190.0,120.0,140.0
1,5,time,100.0,310.0,90.0,230.0
1,6,time,90.0,280.0,70.0,210.0
1,7,time,890.0,290.0,970.0,180.0
1,8,time,120.0,200.0,90.0,180.0
1,9,time,140.0,350.0,110.0,160.0
1,10,time,80.0,200.0,70.0,130.0
1,11,time,90.0,250.0,70.0,150.0
1,12,time,40.0,240.0,10.0,200.0
1,13,time,140.0,190.0,90.0,120.0
1,14,time,120.0,190.0,90.0,140.0
1,15,time,110.0,220.0,100.0,140.0
1,16,time,350.0,310.0,330.0,230.0
1,17,time,80.0,180.0,70.0,140.0
1,18,time,130.0,200.0,120.0,160.0
1,19,time,120.0,320.0,110.0,190.0
1,20,time,80.0,160.0,70.0,110.0
1,21,time,90.0,190.0,120.0,170.0
1,22,time,250.0,380.0,260.0,320.0
1,23,time,110.0,260.0,100.0,210.0
1,24,time,100.0,580.0,190.0,440.0
1,25,time,170.0,230.0,150.0,200.0
1,26,time,110.0,250.0,90.0,140.0
1,27,time,140.0,210.0,150.0,150.0
1,28,time,90.0,190.0,140.0,300.0
1,29,time,110.0,200.0,90.0,150.0
1,30,time,120.0,190.0,90.0,120.0
1,31,time,110.0,180.0,90.0,130.0
1,32,time,140.0,450.0,450.0,230.0
1,33,time,30.0,300.0,350.0,170.0
1,34,time,290.0,460.0,970.0,200.0
1,35,time,710.0,240.0,190.0,200.0
1,36,time,80.0,150.0,60.0,100.0
1,37,time,140.0,170.0,140.0,140.0
1,38,time,400.0,210.0,400.0,130.0
1,39,time,80.0,170.0,60.0,140.0
1,40,time,160.0,200.0,120.0,270.0
1,41,time,200.0,270.0,170.0,160.0
1,42,time,110.0,170.0,70.0,120.0
1,43,time,120.0,200.0,70.0,140.0
1,44,time,140.0,360.0,130.0,180.0
1,45,time,160.0,210.0,130.0,150.0
1,46,time,130.0,200.0,110.0,170.0
1,47,time,740.0,210.0,840.0,150.0
1,48,time,330.0,260.0,270.0,180.0
1,49,time,80.0,180.0,60.0,130.0
1,50,time,100.0,170.0,80.0,130.0
2,1,time,90.0,220.0,70.0,160.0
2,2,time,80.0,180.0,70.0,130.0
2,3,time,80.0,160.0,80.0,120.0
2,4,time,150.0,190.0,130.0,140.0
2,5,time,210.0,390.0,200.0,380.0
2,6,time,80.0,340.0,70.0,200.0
2,7,time,530.0,510.0,710.0,170.0
2,8,time,100.0,200.0,100.0,170.0
2,9,time,130.0,230.0,100.0,150.0
2,10,time,80.0,180.0,70.0,130.0
2,11,time,80.0,230.0,60.0,150.0
2,12,time,790.0,250.0,760.0,170.0
2,13,time,110.0,180.0,80.0,120.0
2,14,time,90.0,190.0,80.0,140.0
2,15,time,130.0,200.0,110.0,140.0
2,16,time,500.0,260.0,480.0,190.0
2,17,time,80.0,180.0,70.0,130.0
2,18,time,80.0,190.0,70.0,150.0
2,19,time,120.0,360.0,90.0,180.0
2,20,time,80.0,160.0,80.0,110.0
2,21,time,70.0,200.0,90.0,190.0
2,22,time,160.0,530.0,150.0,280.0
2,23,time,130.0,240.0,120.0,190.0
2,24,time,200.0,290.0,90.0,170.0
2,25,time,90.0,260.0,80.0,190.0
2,26,time,100.0,220.0,80.0,140.0
2,27,time,130.0,230.0,100.0,140.0
2,28,time,140.0,210.0,70.0,130.0
2,29,time,100.0,190.0,80.0,150.0
2,30,time,90.0,170.0,70.0,120.0
2,31,time,150.0,190.0,130.0,140.0
2,32,time,440.0,390.0,280.0,250.0
2,33,time,170.0,380.0,130.0,210.0
2,34,time,90.0,530.0,80.0,210.0
2,35,time,150.0,240.0,110.0,170.0
2,36,time,70.0,140.0,60.0,100.0
2,37,time,130.0,180.0,110.0,130.0
2,38,time,300.0,220.0,280.0,140.0
2,39,time,80.0,180.0,60.0,130.0
2,40,time,150.0,210.0,110.0,160.0
2,41,time,160.0,220.0,130.0,170.0
2,42,time,110.0,170.0,80.0,110.0
2,43,time,660.0,190.0,620.0,140.0
2,44,time,100.0,240.0,90.0,140.0
2,45,time,110.0,200.0,100.0,150.0
2,46,time,120.0,200.0,120.0,150.0
2,47,time,290.0,210.0,340.0,150.0
2,48,time,380.0,220.0,720.0,180.0
2,49,time,70.0,170.0,60.0,130.0
2,50,time,80.0,170.0,70.0,120.0
3,1,time,80.0,340.0,70.0,170.0
3,2,time,70.0,190.0,60.0,130.0
3,3,time,80.0,200.0,60.0,130.0
3,4,time,100.0,190.0,80.0,150.0
3,5,time,100.0,450.0,90.0,250.0
3,6,time,90.0,380.0,80.0,240.0
3,7,time,90.0,300.0,330.0,160.0
3,8,time,150.0,500.0,140.0,190.0
3,9,time,110.0,220.0,90.0,150.0
3,10,time,70.0,190.0,80.0,150.0
3,11,time,80.0,230.0,60.0,160.0
3,12,time,250.0,220.0,270.0,180.0
3,13,time,90.0,200.0,60.0,120.0
3,14,time,100.0,190.0,80.0,130.0
3,15,time,110.0,250.0,100.0,150.0
3,16,time,340.0,220.0,330.0,180.0
3,17,time,80.0,180.0,70.0,120.0
3,18,time,80.0,210.0,70.0,150.0
3,19,time,100.0,370.0,80.0,210.0
3,20,time,80.0,160.0,60.0,110.0
3,21,time,80.0,200.0,110.0,260.0
3,22,time,90.0,610.0,90.0,340.0
3,23,time,700.0,250.0,580.0,210.0
3,24,time,90.0,230.0,80.0,160.0
3,25,time,90.0,230.0,80.0,210.0
3,26,time,90.0,210.0,70.0,140.0
3,27,time,130.0,360.0,120.0,160.0
3,28,time,80.0,180.0,70.0,130.0
3,29,time,100.0,190.0,90.0,150.0
3,30,time,80.0,170.0,60.0,120.0
3,31,time,150.0,180.0,130.0,130.0
3,32,time,80.0,360.0,230.0,360.0
3,33,time,620.0,440.0,550.0,180.0
3,34,time,80.0,430.0,100.0,200.0
3,35,time,140.0,240.0,110.0,150.0
3,36,time,70.0,150.0,60.0,100.0
3,37,time,90.0,170.0,70.0,130.0
3,38,time,870.0,200.0,890.0,140.0
3,39,time,70.0,160.0,60.0,120.0
3,40,time,110.0,210.0,90.0,150.0
3,41,time,170.0,330.0,150.0,160.0
3,42,time,90.0,220.0,70.0,120.0
3,43,time,120.0,200.0,100.0,140.0
3,44,time,90.0,260.0,70.0,170.0
3,45,time,130.0,210.0,100.0,150.0
3,46,time,140.0,200.0,140.0,150.0
3,47,time,80.0,220.0,60.0,150.0
3,48,time,250.0,250.0,120.0,180.0
3,49,time,70.0,170.0,60.0,130.0
3,50,time,90.0,170.0,80.0,140.0
4,1,time,80.0,300.0,70.0,160.0
4,2,time,90.0,210.0,70.0,170.0
4,3,time,70.0,170.0,60.0,120.0
4,4,time,100.0,180.0,90.0,140.0
4,5,time,260.0,410.0,240.0,350.0
4,6,time,90.0,310.0,80.0,210.0
4,7,time,90.0,360.0,570.0,160.0
4,8,time,130.0,280.0,110.0,170.0
4,9,time,110.0,220.0,100.0,160.0
4,10,time,80.0,310.0,70.0,140.0
4,11,time,80.0,230.0,70.0,160.0
4,12,time,200.0,230.0,200.0,180.0
4,13,time,110.0,180.0,80.0,130.0
4,14,time,120.0,190.0,120.0,140.0
4,15,time,100.0,230.0,90.0,140.0
4,16,time,510.0,280.0,490.0,210.0
4,17,time,80.0,180.0,70.0,130.0
4,18,time,80.0,190.0,70.0,150.0
4,19,time,100.0,400.0,90.0,200.0
4,20,time,80.0,160.0,70.0,110.0
4,21,time,90.0,210.0,140.0,170.0
4,22,time,110.0,130.0,90.0,370.0
4,23,time,130.0,290.0,110.0,200.0
4,24,time,100.0,240.0,90.0,160.0
4,25,time,90.0,250.0,80.0,180.0
4,26,time,90.0,220.0,70.0,140.0
4,27,time,120.0,230.0,90.0,200.0
4,28,time,80.0,190.0,70.0,130.0
4,29,time,130.0,190.0,110.0,150.0
4,30,time,90.0,170.0,70.0,110.0
4,31,time,110.0,180.0,100.0,130.0
4,32,time,130.0,390.0,600.0,250.0
4,33,time,770.0,210.0,750.0,190.0
4,34,time,100.0,690.0,70.0,200.0
4,35,time,140.0,210.0,100.0,160.0
4,36,time,80.0,140.0,60.0,100.0
4,37,time,90.0,170.0,80.0,140.0
4,38,time,410.0,180.0,420.0,140.0
4,39,time,70.0,180.0,60.0,130.0
4,40,time,140.0,190.0,90.0,150.0
4,41,time,140.0,270.0,120.0,160.0
4,42,time,90.0,170.0,80.0,120.0
4,43,time,850.0,200.0,180.0,140.0
4,44,time,120.0,290.0,100.0,160.0
4,45,time,100.0,200.0,90.0,150.0
4,46,time,150.0,190.0,140.0,150.0
4,47,time,80.0,190.0,70.0,140.0
4,48,time,690.0,230.0,830.0,170.0
4,49,time,70.0,170.0,60.0,130.0
4,50,time,110.0,180.0,100.0,130.0
5,1,time,90.0,200.0,70.0,150.0
5,2,time,100.0,260.0,80.0,150.0
5,3,time,80.0,160.0,60.0,120.0
5,4,time,90.0,200.0,80.0,150.0
5,5,time,120.0,280.0,100.0,230.0
5,6,time,80.0,340.0,70.0,180.0
5,7,time,80.0,370.0,310.0,220.0
5,8,time,130.0,270.0,110.0,170.0
5,9,time,130.0,240.0,110.0,150.0
5,10,time,80.0,200.0,70.0,140.0
5,11,time,90.0,200.0,70.0,150.0
5,12,time,790.0,220.0,790.0,190.0
5,13,time,80.0,170.0,60.0,110.0
5,14,time,130.0,200.0,100.0,140.0
5,15,time,90.0,200.0,80.0,140.0
5,16,time,340.0,330.0,320.0,250.0
5,17,time,80.0,170.0,70.0,130.0
5,18,time,100.0,190.0,100.0,150.0
5,19,time,80.0,350.0,70.0,200.0
5,20,time,80.0,160.0,70.0,110.0
5,21,time,80.0,190.0,140.0,160.0
5,22,time,90.0,780.0,80.0,410.0
5,23,time,100.0,290.0,90.0,190.0
5,24,time,100.0,230.0,80.0,160.0
5,25,time,90.0,220.0,80.0,190.0
5,26,time,90.0,220.0,70.0,140.0
5,27,time,120.0,260.0,100.0,170.0
5,28,time,100.0,180.0,70.0,130.0
5,29,time,130.0,190.0,110.0,150.0
5,30,time,80.0,170.0,60.0,110.0
5,31,time,170.0,180.0,160.0,140.0
5,32,time,800.0,390.0,630.0,270.0
5,33,time,230.0,380.0,160.0,190.0
5,34,time,80.0,330.0,70.0,170.0
5,35,time,150.0,240.0,100.0,150.0
5,36,time,70.0,140.0,60.0,90.0
5,37,time,90.0,180.0,80.0,140.0
5,38,time,740.0,210.0,630.0,130.0
5,39,time,80.0,170.0,60.0,130.0
5,40,time,140.0,190.0,100.0,150.0
5,41,time,120.0,290.0,180.0,150.0
5,42,time,100.0,180.0,70.0,120.0
5,43,time,160.0,190.0,110.0,150.0
5,44,time,120.0,220.0,100.0,150.0
5,45,time,90.0,190.0,80.0,150.0
5,46,time,120.0,200.0,110.0,150.0
5,47,time,310.0,190.0,320.0,130.0
5,48,time,980.0,210.0,420.0,170.0
5,49,time,70.0,170.0,60.0,130.0
5,50,time,100.0,170.0,90.0,120.0
6,1,time,80.0,190.0,70.0,150.0
6,2,time,80.0,180.0,70.0,160.0
6,3,time,80.0,170.0,70.0,120.0
6,4,time,110.0,190.0,90.0,150.0
6,5,time,120.0,300.0,90.0,210.0
6,6,time,80.0,360.0,70.0,180.0
6,7,time,90.0,340.0,460.0,160.0
6,8,time,110.0,230.0,100.0,170.0
6,9,time,140.0,260.0,130.0,150.0
6,10,time,90.0,200.0,70.0,140.0
6,11,time,90.0,190.0,70.0,160.0
6,12,time,820.0,220.0,730.0,190.0
6,13,time,90.0,170.0,70.0,120.0
6,14,time,110.0,200.0,90.0,140.0
6,15,time,90.0,190.0,80.0,150.0
6,16,time,500.0,270.0,320.0,280.0
6,17,time,80.0,170.0,70.0,120.0
6,18,time,100.0,180.0,90.0,150.0
6,19,time,90.0,280.0,80.0,190.0
6,20,time,70.0,160.0,60.0,110.0
6,21,time,80.0,190.0,150.0,150.0
6,22,time,120.0,650.0,90.0,250.0
6,23,time,100.0,350.0,80.0,200.0
6,24,time,180.0,220.0,90.0,180.0
6,25,time,90.0,230.0,90.0,180.0
6,26,time,90.0,220.0,80.0,140.0
6,27,time,180.0,190.0,160.0,140.0
6,28,time,90.0,190.0,80.0,130.0
6,29,time,110.0,190.0,110.0,170.0
6,30,time,80.0,170.0,60.0,120.0
6,31,time,120.0,170.0,110.0,130.0
6,32,time,430.0,330.0,370.0,240.0
6,33,time,240.0,220.0,240.0,180.0
6,34,time,100.0,340.0,90.0,360.0
6,35,time,190.0,240.0,150.0,150.0
6,36,time,70.0,140.0,60.0,100.0
6,37,time,130.0,180.0,130.0,140.0
6,38,time,130.0,190.0,120.0,140.0
6,39,time,80.0,170.0,60.0,130.0
6,40,time,140.0,180.0,100.0,140.0
6,41,time,160.0,340.0,150.0,150.0
6,42,time,130.0,180.0,90.0,120.0
6,43,time,160.0,200.0,110.0,140.0
6,44,time,170.0,220.0,140.0,160.0
6,45,time,130.0,190.0,110.0,150.0
6,46,time,120.0,190.0,110.0,150.0
6,47,time,300.0,180.0,270.0,130.0
6,48,time,440.0,230.0,300.0,210.0
6,49,time,70.0,180.0,60.0,130.0
6,50,time,80.0,170.0,60.0,120.0
7,1,time,110.0,200.0,90.0,150.0
7,2,time,90.0,180.0,70.0,140.0
7,3,time,70.0,160.0,60.0,120.0
7,4,time,90.0,210.0,70.0,150.0
7,5,time,110.0,450.0,100.0,210.0
7,6,time,90.0,210.0,70.0,190.0
7,7,time,80.0,380.0,710.0,160.0
7,8,time,130.0,240.0,110.0,170.0
7,9,time,190.0,270.0,180.0,160.0
7,10,time,90.0,200.0,70.0,140.0
7,11,time,90.0,200.0,70.0,170.0
7,12,time,420.0,220.0,400.0,170.0
7,13,time,80.0,170.0,80.0,130.0
7,14,time,120.0,200.0,90.0,140.0
7,15,time,100.0,230.0,80.0,170.0
7,16,time,340.0,280.0,310.0,220.0
7,17,time,100.0,170.0,90.0,120.0
7,18,time,120.0,200.0,110.0,150.0
7,19,time,100.0,230.0,90.0,180.0
7,20,time,70.0,160.0,60.0,110.0
7,21,time,70.0,190.0,110.0,160.0
7,22,time,90.0,570.0,80.0,240.0
7,23,time,190.0,320.0,170.0,170.0
7,24,time,110.0,240.0,100.0,160.0
7,25,time,100.0,220.0,90.0,180.0
7,26,time,90.0,210.0,70.0,140.0
7,27,time,210.0,370.0,190.0,160.0
7,28,time,110.0,170.0,90.0,140.0
7,29,time,140.0,210.0,130.0,160.0
7,30,time,80.0,170.0,60.0,110.0
7,31,time,170.0,180.0,150.0,140.0
7,32,time,250.0,270.0,180.0,250.0
7,33,time,260.0,240.0,220.0,210.0
7,34,time,160.0,370.0,130.0,170.0
7,35,time,140.0,220.0,110.0,150.0
7,36,time,80.0,140.0,60.0,110.0
7,37,time,90.0,180.0,80.0,140.0
7,38,time,130.0,220.0,140.0,150.0
7,39,time,80.0,180.0,60.0,130.0
7,40,time,150.0,190.0,100.0,140.0
7,41,time,150.0,240.0,140.0,150.0
7,42,time,130.0,160.0,90.0,110.0
7,43,time,120.0,190.0,90.0,150.0
7,44,time,140.0,200.0,120.0,160.0
7,45,time,120.0,180.0,120.0,150.0
7,46,time,130.0,200.0,120.0,150.0
7,47,time,80.0,180.0,70.0,130.0
7,48,time,870.0,230.0,310.0,170.0
7,49,time,70.0,170.0,60.0,130.0
7,50,time,140.0,180.0,130.0,120.0
8,1,time,90.0,190.0,80.0,150.0
8,2,time,80.0,180.0,70.0,140.0
8,3,time,70.0,170.0,60.0,120.0
8,4,time,90.0,190.0,70.0,150.0
8,5,time,120.0,360.0,110.0,240.0
8,6,time,90.0,460.0,80.0,190.0
8,7,time,70.0,330.0,980.0,150.0
8,8,time,120.0,200.0,110.0,180.0
8,9,time,110.0,250.0,90.0,150.0
8,10,time,90.0,210.0,70.0,140.0
8,11,time,90.0,200.0,80.0,150.0
8,12,time,560.0,220.0,550.0,180.0
8,13,time,110.0,280.0,90.0,130.0
8,14,time,100.0,190.0,100.0,140.0
8,15,time,160.0,260.0,120.0,160.0
8,16,time,430.0,310.0,400.0,200.0
8,17,time,90.0,180.0,80.0,130.0
8,18,time,110.0,190.0,90.0,150.0
8,19,time,100.0,290.0,90.0,190.0
8,20,time,80.0,160.0,70.0,110.0
8,21,time,80.0,190.0,130.0,160.0
8,22,time,110.0,340.0,100.0,230.0
8,23,time,130.0,300.0,110.0,190.0
8,24,time,100.0,250.0,110.0,180.0
8,25,time,90.0,250.0,80.0,200.0
8,26,time,100.0,200.0,80.0,130.0
8,27,time,300.0,290.0,290.0,140.0
8,28,time,100.0,200.0,80.0,130.0
8,29,time,140.0,210.0,100.0,160.0
8,30,time,90.0,170.0,70.0,110.0
8,31,time,120.0,170.0,110.0,130.0
8,32,time,280.0,280.0,220.0,250.0
8,33,time,300.0,250.0,250.0,190.0
8,34,time,120.0,290.0,110.0,180.0
8,35,time,190.0,200.0,190.0,160.0
8,36,time,80.0,140.0,60.0,90.0
8,37,time,110.0,200.0,90.0,180.0
8,38,time,120.0,220.0,120.0,140.0
8,39,time,80.0,170.0,60.0,130.0
8,40,time,180.0,220.0,130.0,160.0
8,41,time,250.0,330.0,180.0,160.0
8,42,time,140.0,170.0,130.0,110.0
8,43,time,170.0,210.0,470.0,150.0
8,44,time,190.0,220.0,170.0,160.0
8,45,time,150.0,180.0,140.0,140.0
8,46,time,130.0,200.0,120.0,150.0
8,47,time,100.0,180.0,90.0,130.0
8,48,time,510.0,270.0,530.0,170.0
8,49,time,70.0,190.0,60.0,130.0
8,50,time,140.0,180.0,120.0,130.0
9,1,time,80.0,220.0,70.0,170.0
9,2,time,70.0,180.0,60.0,140.0
9,3,time,80.0,170.0,60.0,120.0
9,4,time,130.0,180.0,110.0,150.0
9,5,time,120.0,450.0,110.0,230.0
9,6,time,80.0,350.0,70.0,220.0
9,7,time,80.0,250.0,190.0,150.0
9,8,time,100.0,230.0,90.0,170.0
9,9,time,170.0,230.0,160.0,150.0
9,10,time,80.0,190.0,60.0,130.0
9,11,time,80.0,220.0,70.0,170.0
9,12,time,100.0,230.0,150.0,170.0
9,13,time,90.0,190.0,70.0,120.0
9,14,time,110.0,190.0,90.0,140.0
9,15,time,110.0,220.0,90.0,150.0
9,16,time,280.0,230.0,260.0,190.0
9,17,time,80.0,180.0,70.0,120.0
9,18,time,100.0,200.0,100.0,150.0
9,19,time,120.0,340.0,100.0,210.0
9,20,time,80.0,170.0,70.0,110.0
9,21,time,80.0,190.0,120.0,150.0
9,22,time,130.0,450.0,120.0,280.0
9,23,time,160.0,290.0,140.0,240.0
9,24,time,120.0,230.0,90.0,160.0
9,25,time,100.0,250.0,80.0,190.0
9,26,time,90.0,210.0,70.0,140.0
9,27,time,210.0,190.0,180.0,140.0
9,28,time,190.0,280.0,80.0,130.0
9,29,time,110.0,200.0,90.0,150.0
9,30,time,90.0,170.0,80.0,110.0
9,31,time,140.0,170.0,130.0,130.0
9,32,time,350.0,320.0,320.0,190.0
9,33,time,180.0,250.0,150.0,180.0
9,34,time,190.0,270.0,160.0,200.0
9,35,time,330.0,220.0,310.0,160.0
9,36,time,90.0,150.0,70.0,110.0
9,37,time,90.0,340.0,80.0,150.0
9,38,time,390.0,230.0,200.0,150.0
9,39,time,70.0,170.0,60.0,130.0
9,40,time,160.0,210.0,110.0,150.0
9,41,time,150.0,230.0,130.0,160.0
9,42,time,110.0,170.0,90.0,110.0
9,43,time,150.0,200.0,130.0,150.0
9,44,time,390.0,240.0,330.0,170.0
9,45,time,80.0,190.0,80.0,150.0
9,46,time,110.0,210.0,100.0,160.0
9,47,time,70.0,250.0,60.0,160.0
9,48,time,920.0,220.0,850.0,180.0
9,49,time,70.0,170.0,60.0,130.0
9,50,time,90.0,180.0,80.0,120.0
10,1,time,80.0,230.0,70.0,160.0
10,2,time,80.0,180.0,70.0,140.0
10,3,time,70.0,170.0,60.0,120.0
10,4,time,90.0,190.0,80.0,150.0
10,5,time,240.0,450.0,210.0,230.0
10,6,time,80.0,390.0,60.0,220.0
10,7,time,550.0,280.0,940.0,160.0
10,8,time,100.0,290.0,100.0,200.0
10,9,time,120.0,210.0,100.0,150.0
10,10,time,80.0,190.0,60.0,130.0
10,11,time,90.0,200.0,70.0,160.0
10,12,time,800.0,220.0,790.0,190.0
10,13,time,90.0,190.0,60.0,110.0
10,14,time,100.0,200.0,100.0,140.0
10,15,time,90.0,250.0,70.0,140.0
10,16,time,590.0,220.0,640.0,180.0
10,17,time,80.0,180.0,80.0,120.0
10,18,time,120.0,190.0,100.0,150.0
10,19,time,90.0,370.0,80.0,220.0
10,20,time,80.0,160.0,70.0,110.0
10,21,time,80.0,200.0,250.0,150.0
10,22,time,80.0,340.0,70.0,440.0
10,23,time,490.0,340.0,470.0,250.0
10,24,time,120.0,220.0,110.0,150.0
10,25,time,90.0,240.0,80.0,190.0
10,26,time,90.0,200.0,80.0,140.0
10,27,time,140.0,240.0,130.0,140.0
10,28,time,90.0,170.0,70.0,130.0
10,29,time,100.0,190.0,80.0,150.0
10,30,time,90.0,170.0,70.0,110.0
10,31,time,140.0,170.0,140.0,130.0
10,32,time,50.0,290.0,100.0,220.0
10,33,time,170.0,270.0,140.0,180.0
10,34,time,90.0,360.0,90.0,200.0
10,35,time,130.0,210.0,100.0,150.0
10,36,time,70.0,140.0,70.0,100.0
10,37,time,90.0,180.0,70.0,140.0
10,38,time,90.0,190.0,80.0,140.0
10,39,time,80.0,170.0,60.0,130.0
10,40,time,140.0,190.0,100.0,150.0
10,41,time,140.0,370.0,120.0,170.0
10,42,time,100.0,180.0,80.0,110.0
10,43,time,110.0,200.0,80.0,150.0
10,44,time,110.0,230.0,90.0,150.0
10,45,time,120.0,210.0,110.0,150.0
10,46,time,150.0,200.0,140.0,160.0
10,47,time,70.0,210.0,80.0,150.0
10,48,time,280.0,220.0,410.0,170.0
10,49,time,70.0,180.0,60.0,130.0
10,50,time,80.0,170.0,70.0,120.0
11,1,time,120.0,220.0,80.0,160.0
11,2,time,90.0,190.0,80.0,140.0
11,3,time,70.0,160.0,60.0,130.0
11,4,time,80.0,200.0,70.0,150.0
11,5,time,110.0,450.0,90.0,230.0
11,6,time,80.0,280.0,60.0,220.0
11,7,time,80.0,300.0,510.0,180.0
11,8,time,110.0,230.0,100.0,150.0
11,9,time,120.0,220.0,110.0,150.0
11,10,time,90.0,180.0,60.0,140.0
11,11,time,80.0,240.0,70.0,170.0
11,12,time,740.0,250.0,780.0,190.0
11,13,time,80.0,170.0,60.0,120.0
11,14,time,110.0,210.0,100.0,140.0
11,15,time,100.0,250.0,80.0,150.0
11,16,time,840.0,220.0,860.0,190.0
11,17,time,90.0,190.0,90.0,120.0
11,18,time,80.0,190.0,70.0,150.0
11,19,time,120.0,500.0,150.0,230.0
11,20,time,70.0,160.0,60.0,110.0
11,21,time,80.0,220.0,130.0,180.0
11,22,time,90.0,540.0,80.0,290.0
11,23,time,90.0,330.0,70.0,220.0
11,24,time,110.0,280.0,90.0,170.0
11,25,time,90.0,250.0,80.0,200.0
11,26,time,110.0,200.0,100.0,130.0
11,27,time,160.0,210.0,150.0,160.0
11,28,time,90.0,180.0,70.0,130.0
11,29,time,100.0,220.0,100.0,170.0
11,30,time,90.0,170.0,70.0,120.0
11,31,time,190.0,170.0,180.0,130.0
11,32,time,300.0,250.0,290.0,180.0
11,33,time,600.0,320.0,180.0,200.0
11,34,time,90.0,320.0,80.0,190.0
11,35,time,160.0,210.0,140.0,160.0
11,36,time,80.0,150.0,60.0,100.0
11,37,time,100.0,170.0,80.0,140.0
11,38,time,210.0,230.0,210.0,140.0
11,39,time,70.0,170.0,60.0,130.0
11,40,time,140.0,190.0,100.0,160.0
11,41,time,140.0,230.0,110.0,160.0
11,42,time,90.0,170.0,70.0,110.0
11,43,time,130.0,190.0,70.0,140.0
11,44,time,110.0,270.0,90.0,160.0
11,45,time,100.0,190.0,90.0,140.0
11,46,time,140.0,190.0,130.0,150.0
11,47,time,80.0,280.0,70.0,180.0
11,48,time,810.0,210.0,500.0,180.0
11,49,time,70.0,190.0,60.0,130.0
11,50,time,90.0,170.0,80.0,120.0
12,1,time,100.0,210.0,90.0,170.0
12,2,time,90.0,180.0,80.0,140.0
12,3,time,80.0,160.0,70.0,110.0
12,4,time,170.0,180.0,130.0,140.0
12,5,time,130.0,390.0,120.0,270.0
12,6,time,90.0,360.0,70.0,210.0
12,7,time,90.0,430.0,720.0,180.0
12,8,time,160.0,240.0,150.0,210.0
12,9,time,110.0,220.0,90.0,150.0
12,10,time,80.0,230.0,70.0,130.0
12,11,time,80.0,220.0,70.0,160.0
12,12,time,410.0,220.0,380.0,180.0
12,13,time,120.0,170.0,80.0,110.0
12,14,time,100.0,180.0,90.0,140.0
12,15,time,130.0,190.0,110.0,140.0
12,16,time,500.0,310.0,480.0,190.0
12,17,time,80.0,170.0,70.0,140.0
12,18,time,140.0,210.0,130.0,150.0
12,19,time,100.0,440.0,90.0,200.0
12,20,time,90.0,160.0,80.0,110.0
12,21,time,80.0,200.0,110.0,170.0
12,22,time,160.0,650.0,140.0,260.0
12,23,time,110.0,400.0,100.0,190.0
12,24,time,160.0,230.0,330.0,180.0
12,25,time,100.0,240.0,90.0,190.0
12,26,time,90.0,230.0,80.0,140.0
12,27,time,170.0,430.0,180.0,190.0
12,28,time,90.0,170.0,70.0,130.0
12,29,time,120.0,290.0,120.0,160.0
12,30,time,90.0,160.0,70.0,110.0
12,31,time,230.0,180.0,220.0,130.0
12,32,time,640.0,660.0,489.999,210.0
12,33,time,200.0,210.0,210.0,300.0
12,34,time,80.0,440.0,70.0,240.0
12,35,time,150.0,220.0,130.0,150.0
12,36,time,80.0,150.0,70.0,100.0
12,37,time,90.0,170.0,80.0,130.0
12,38,time,870.0,190.0,960.0,140.0
12,39,time,80.0,180.0,70.0,130.0
12,40,time,130.0,180.0,100.0,150.0
12,41,time,180.0,240.0,150.0,150.0
12,42,time,100.0,170.0,80.0,110.0
12,43,time,740.0,190.0,750.0,140.0
12,44,time,180.0,250.0,160.0,140.0
12,45,time,120.0,190.0,110.0,140.0
12,46,time,150.0,200.0,150.0,150.0
12,47,time,120.0,190.0,100.0,140.0
12,48,time,600.0,210.0,660.0,180.0
12,49,time,70.0,180.0,60.0,130.0
12,50,time,130.0,170.0,110.0,120.0
